sensor,time,t,ax,ay,az,wx,wy,wz,lat,lon,alt,v_kmh,satellites,x,y
acc,1778675319.0,64.0,0.078125,0.394531,-9.652344,,,,,,,,,,
acc,1778675319.0,64.0,0.078125,0.394531,-9.640134816285409,,,,,,,,,,
acc,1778675319.0,64.0,0.08742876244274096,0.40383476244274097,-9.643042717493723,,,,,,,,,,
acc,1778675319.0,64.0,0.0931548250674701,0.41707685963713304,-9.644080839705342,,,,,,,,,,
acc,1778675319.0,64.0,0.09703433133757332,0.4197431053488132,-9.639109038368629,,,,,,,,,,
acc,1778675319.0,64.0,0.09983667891518021,0.4271005907095985,-9.640406221202541,,,,,,,,,,
acc,1778675319.0,64.0,0.10672693829849977,0.4374357877411318,-9.641387213602204,,,,,,,,,,
acc,1778675319.0,64.0,0.11212053839997478,0.445526037564381,-9.646834803515302,,,,,,,,,,
acc,1778675319.0,64.0,0.11645767180486916,0.4520316167883133,-9.655054542760094,,,,,,,,,,
acc,1778675319.0,64.0,0.12316975532448365,0.4608752310968486,-9.661808371001102,,,,,,,,,,
acc,1778675319.0,64.0,0.12589111041907494,0.4682713530009535,-9.670027545372301,,,,,,,,,,
acc,1778675319.0,64.0,0.1282009133863222,0.4772238138496929,-9.677003729181848,,,,,,,,,,
acc,1778675319.0,64.0,0.13267430582899248,0.48491815056832327,-9.685764168214812,,,,,,,,,,
acc,1778675319.0,64.0,0.1365606046374292,0.4916026728865741,-9.693374876242668,,,,,,,,,,
acc,1778675319.0,64.0,0.13778404295235633,0.49746437922729536,-9.702476015950552,,,,,,,,,,
acc,1778675319.0,64.0,0.1388656985322798,0.5026467797569794,-9.710522435969107,,,,,,,,,,
acc,1778675319.0,64.0,0.1376645639502443,0.5072618437069119,-9.719852361906712,,,,,,,,,,
acc,1778675319.0,64.0,0.13864168628975468,0.5095498470497863,-9.728214547359089,,,,,,,,,,
acc,1778675319.0,64.0,0.1375684912225674,0.5096583563388056,-9.73555731454518,,,,,,,,,,
acc,1778675319.0,64.0,0.1365960112737494,0.5078927438613859,-9.744074882913829,,,,,,,,,,
acc,1778675319.0,64.0,0.13392862316034132,0.5062852794156109,-9.753611536809066,,,,,,,,,,
acc,1778675319.0,64.0,0.13148973128963387,0.5031083141865135,-9.762501964473495,,,,,,,,,,
acc,1778675319.0,64.0,0.1276122711928839,0.5001921008850475,-9.772301445473785,,,,,,,,,,
acc,1778675319.0,64.0,0.12404024493946678,0.49750560245218634,-9.779753244431152,,,,,,,,,,
acc,1778675319.0,64.0,0.11922105590003972,0.4935048519238468,-9.788158476124524,,,,,,,,,,
acc,1778675319.0,64.0,0.11621701375205563,0.4897957061587278,-9.79595107136871,,,,,,,,,,
acc,1778675319.0,64.0,0.11342402441947898,0.48634715116361854,-9.8031961878877,,,,,,,,,,
acc,1778675319.0,64.0,0.11082041069949956,0.48176475641743843,-9.809813297613003,,,,,,,,,,
acc,1778675319.0,64.0,0.109711838609684,0.4774825667268633,-9.814672430745489,,,,,,,,,,
acc,1778675319.0,64.0,0.10867351360154806,0.4734717273000419,-9.819223654338138,,,,,,,,,,
acc,1778675319.0,64.0,0.10769889378077083,0.4685853191455092,-9.823495643057884,,,,,,,,,,
acc,1778675319.0,64.0,0.10678222551561282,0.4639894601342516,-9.825092064884384,,,,,,,,,,
acc,1778675319.0,64.0,0.1059184281931584,0.4584812557100397,-9.826714145606688,,,,,,,,,,
acc,1778675319.0,64.0,0.10510299861935973,0.45328147947865655,-9.827099361546859,,,,,,,,,,
acc,1778675319.0,64.0,0.10544840415448613,0.4483645892478369,-9.828580064702315,,,,,,,,,,
acc,1778675319.0,64.0,0.10577553863316337,0.44261929171574027,-9.828893944468701,,,,,,,,,,
acc,1778675319.0,64.0,0.1060858356848563,0.4361076050402761,-9.829191669020664,,,,,,,,,,
acc,1778675319.0,64.0,0.10638058262072943,0.4299222427092853,-9.829474473510576,,,,,,,,,,
acc,1778675319.0,64.0,0.10767424885822967,0.424038878694427,-9.828628808161808,,,,,,,,,,
acc,1778675319.0,64.0,0.10979804744238222,0.41744474302480783,-9.827922467559356,,,,,,,,,,
acc,1778675319.0,64.0,0.11095080545429084,0.41115676219689906,-9.826279553248046,,,,,,,,,,
acc,1778675319.0,64.0,0.1120513289466029,0.40515370643946047,-9.824711083736862,,,,,,,,,,
acc,1778675319.0,64.0,0.11310315758524447,0.3994162678394259,-9.821445769554924,,,,,,,,,,
acc,1778675319.0,64.0,0.11492949878982812,0.3931068666327463,-9.818321608661478,,,,,,,,,,
acc,1778675319.0,64.0,0.11667867171945519,0.3870640561408283,-9.814525363600566,,,,,,,,,,
acc,1778675319.0,64.0,0.11835557095502704,0.3820598363182006,-9.8107983231795,,,,,,,,,,
acc,1778675319.0,64.0,0.11996468471097478,0.37725790261606584,-9.80636148352867,,,,,,,,,,
acc,1778675319.0,64.0,0.1223551649357932,0.3726459506947038,-9.802945210024578,,,,,,,,,,
acc,1778675319.0,64.0,0.12382278802701777,0.36904291155036106,-9.79966127654308,,,,,,,,,,
acc,1778675319.0,64.0,0.12605081873383261,0.3663926848520505,-9.795685854825047,,,,,,,,,,
acc,1778675319.0,64.0,0.12739348930581015,0.36464349564998205,-9.793543507583236,,,,,,,,,,
acc,1778675319.0,64.0,0.12868722358739274,0.3629580591155706,-9.790610831336497,,,,,,,,,,
acc,1778675319.0,64.0,0.12993472054706695,0.3621098150628045,-9.78855992320405,,,,,,,,,,
acc,1778675319.0,64.0,0.1311384834402302,0.36197977113295454,-9.786580914687852,,,,,,,,,,
acc,1778675319.0,64.0,0.13230083722363328,0.36185420067823443,-9.785423355582292,,,,,,,,,,
acc,1778675319.0,64.0,0.13275591541253284,0.3624751200311672,-9.784304881448366,,,,,,,,,,
acc,1778675319.0,64.0,0.1331959068057671,0.36307545460629514,-9.783881898658425,,,,,,,,,,
acc,1778675319.0,64.0,0.1336215720974806,0.363656242312548,-9.78412180019028,,,,,,,,,,
acc,1778675319.0,64.0,0.1333223271916241,0.3649297644409601,-9.784354027855317,,,,,,,,,,
