sensor,time,t,ax,ay,az,wx,wy,wz,lat,lon,alt,v_kmh,satellites,x,y
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.089844,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.164062,-9.796875,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.164062,-9.839844,,,,,,,,,,
acc,1778673185.0,184.0,0.0,0.128906,-9.800781,,,,,,,,,,
acc,1778673185.0,184.0,0.039062,0.128906,-9.800781,,,,,,,,,,
