Time [s],Steer [deg],Speed [km/h],Car ax [m/s²],Car ay [m/s²],Car az [m/s²],IMU ax [m/s²],IMU ay [m/s²],IMU az [m/s²],IMU wx [rad/s],IMU wy [rad/s],IMU wz [rad/s],IMU pos X [m],IMU pos Y [m],IMU pos Z [m]
0.017000000000000008,2.624221154530087e-10,1.9672949252833887e-05,2.6840422016052563e-05,0.0016796865705005332,-9.042239663432817e-05,0.010987607832986114,0.002290902012031768,9.80590308562373,-9.013604287011171e-05,-1.0913880345886908e-07,3.8724195465577115e-08,101.89989561263671,0.08113965725270653,1.471537434789701
0.03000000000000002,1.9826646156636485e-09,2.8932472916046486e-05,2.0797736707770633e-06,-0.0010349779267118853,-7.801615499913866e-06,0.011014891690725488,-0.00369370027179816,9.805983011724393,8.288726514003762e-06,-6.038763689917798e-08,2.5340131234609335e-07,101.89989558969458,0.0811402358536946,1.4715374137147748
0.04400000000000003,3.0955191177433246e-09,4.173166841958256e-05,5.50588827196398e-07,0.000755914694637732,-8.218432508390012e-05,0.01101318346798573,0.0028858958946148578,9.805912064188988,-3.941390145731796e-05,-1.7710478529481565e-07,1.9674646322783735e-07,101.89989557966746,0.08114049472386742,1.4715373848461952
0.08100000000000006,7.135977336470008e-09,3.517196318709666e-05,-1.0660954591425408e-06,4.687755421016156e-05,2.2047347147154468e-05,0.01100977502274788,-0.0024598272327783955,9.806021609789617,-7.622196957960353e-06,-1.0923993706218702e-07,7.148771068823587e-08,101.89989555169667,0.0811412061137635,1.4715372750139386
0.11500000000000009,8.206635625798119e-09,1.78084112743103e-05,-1.7395959350026508e-08,-0.00039920723285168113,1.1717252071950788e-05,0.011009509605046375,-0.0018238992044956642,9.806010433476391,8.8689106090201e-06,4.059260203033601e-08,-8.855093993696629e-08,101.89989555112876,0.08114133517906362,1.4715371760630105
0.1470000000000001,8.541220904473096e-09,7.027157633480347e-06,2.5941700265500556e-07,-0.00024145340262327465,1.9671964677082246e-05,0.01101065305316184,-0.0005490674988301692,9.806016913132481,1.0120474292134213e-05,1.7688698097819417e-07,-1.4937659628907574e-07,101.89989556359666,0.08114124818957451,1.4715371091608445
0.18500000000000014,8.700764789735105e-09,7.973011636863236e-06,-2.6081952788245063e-07,-4.336181213151011e-05,2.1420857653788976e-05,0.011014832492695085,0.0003032234324913267,9.806014844498197,6.414139412669001e-06,2.301282403230178e-07,-1.374975953638626e-07,101.89989558788908,0.0811409985847445,1.4715370659071796
0.22500000000000017,8.763287293217635e-09,3.8579884046536155e-06,3.5601296434361975e-07,0.00023553493532265507,-2.4612847688900896e-05,0.01101644261882661,0.0014997642868654713,9.805966515738287,-3.106335005327028e-05,1.5279168502708785e-07,-1.8520259084090734e-08,101.89989559320043,0.081141189914992,1.4715370477504122
0.2460000000000002,8.786666015580894e-09,3.311345022613942e-05,6.730840690340394e-07,0.000528418215613196,-8.670822446076559e-05,0.011017910129158271,0.002325166407882399,9.805902536654676,-7.193423716529083e-05,6.39014263408945e-08,1.6693764898553345e-07,101.89989555854645,0.08114213641419916,1.4715370257926477
0.2880000000000002,1.0161957007002333e-08,0.0001671445878858305,1.5474575821553912e-06,0.0012005054854675899,-0.0002636581087703289,0.011020854065881653,0.0036773239101600508,9.805721448496003,-0.00018814628225507628,-2.6637325475120194e-07,8.25916364437142e-07,101.89989533470639,0.08114751188381175,1.4715368165807727
0.31900000000000023,1.9530380407779768e-08,0.0003295896991496916,2.701026130824151e-06,0.0016148599310118797,-0.00039914746849004356,0.011020556376294262,0.0041785130783699885,9.805584862942487,-0.00028981959756433235,-6.079455791505324e-07,1.454347708006704e-06,101.89989498677785,0.08115558505270642,1.4715363677774085
0.32600000000000023,2.4142260719368276e-08,0.00037240692562729165,3.0586631384161413e-06,0.0016879133406002625,-0.0004265927050466065,0.011019958823675277,0.004253677094462427,9.80555761401985,-0.000313426592253525,-6.865233901125305e-07,1.5969006865971655e-06,101.89989488334061,0.08115796845226711,1.4715362160024603
0.34400000000000025,4.214279989093652e-08,0.0004906888166671154,4.182680116927377e-06,0.001845273599654001,-0.0004891550082001948,0.0110173797596172,0.00440069144109047,9.805496420579784,-0.0003749841188363144,-8.730098793273091e-07,1.9474259113240907e-06,101.89989457300968,0.08116510494723475,1.471535723829328
0.3750000000000003,9.474084433106247e-08,0.0007156163672905954,6.8650398550293766e-06,0.002035405598924749,-0.0005658428726495126,0.011009671579108092,0.00450129985650952,9.805424693871903,-0.0004832209969336009,-1.0813060945524086e-06,2.4691290210441837e-06,101.89989388480124,0.0811809461034367,1.47153448833797
0.3910000000000003,1.2995547136446188e-07,0.0008389814502149302,8.601773004624594e-06,0.002093773957788471,-0.0005886098123348824,0.011004538695750092,0.0044438916593792155,9.805405317740302,-0.0005389347340065224,-1.105177268053084e-06,2.6924910866709764e-06,101.89989345289048,0.08119093893481316,1.4715336399946581
0.3990000000000003,1.4867995723895676e-07,0.0009018460291409941,9.55645163044918e-06,0.002113808661182641,-0.0005959088939816953,0.011001798822550644,0.0044049214419358655,9.8053998049601,-0.0005665549982067172,-1.0923640222604648e-06,2.7916914024250355e-06,101.89989321766252,0.08119640408629096,1.4715331595015873
0.4310000000000003,2.251176615488661e-07,0.0011573010451904036,1.3869753520575786e-05,0.0021487714672807235,-0.0006010581694641208,0.010990618625006823,0.004196081548992428,9.805401527007925,-0.0006758206636182096,-8.737979024373004e-07,3.1060445466963754e-06,101.89989215208504,0.08122139364798103,1.4715308560576525
0.45000000000000034,2.6833874985326006e-07,0.0013097776164823214,1.6717703337466653e-05,0.0021471253290291114,-0.0005893028790211479,0.010984519603157203,0.004034779080551793,9.805416518785291,-0.0007398981148293893,-6.305584864296665e-07,3.23769181311232e-06,101.89989142847192,0.08123859450769623,1.471529201207886
0.46200000000000035,2.939672163201468e-07,0.0014057462997093984,1.858534053872577e-05,0.0021405257593760255,-0.0005776190703155952,0.010981106295283876,0.00391804591624329,9.805429728206702,-0.0007800254179396261,-4.434873046363257e-07,3.3041648964112893e-06,101.8998909380182,0.08125036022494678,1.4715280484212383
0.46700000000000036,3.0420808315132644e-07,0.001445593884749067,1.9370052286221243e-05,0.002138293719518368,-0.0005718723065673998,0.010979804037118743,0.0038605552972286045,9.805435981857025,-0.0007966369035829186,-3.596389424358633e-07,3.328676760386285e-06,101.89989072621539,0.08125546762451012,1.4715275440385858
0.48000000000000037,3.2956183852483987e-07,0.0015486299220384045,2.1415594859641245e-05,0.002122144553770234,-0.0005546118419694061,0.010976793720599577,0.0036816984110423128,9.805454172728224,-0.0008391910681015663,-1.2957032970771034e-07,3.3846229618838835e-06,101.89989015553627,0.08126930630869367,1.4715261679083707
0.5100000000000003,3.8089173245924025e-07,0.001781688897831022,2.6055864529574008e-05,0.002059588194885318,-0.0005053141548052357,0.010971980421682218,0.0032250444409088943,9.80550353726906,-0.0009339137672408106,4.2779511036166486e-07,3.4705158220801078e-06,101.8998887331348,0.08130426462205052,1.4715226506762122
0.5340000000000004,4.149792720577834e-07,0.0019613543734981224,2.9524719395105163e-05,0.0019881634740505257,-0.0004586713616458148,0.010970146409842814,0.0027965707764500154,9.805548452844786,-0.0010058928443700875,8.506207062088604e-07,3.4961254993083904e-06,101.89988749564269,0.0813351708728106,1.4715195180006664
0.5430000000000004,4.262777023568152e-07,0.002026785408537999,3.073531376876856e-05,0.001956542773851291,-0.00043982389758337963,0.010969867438845782,0.002615794745486535,9.805566336532596,-0.0010318132713401293,9.948944934425102e-07,3.4960329576640536e-06,101.89988701013436,0.0813474094115058,1.4715182758944212
0.5700000000000004,4.557798306510444e-07,0.0022173989864359934,3.469620284803434e-05,0.0018605189366802614,-0.00040369280587077954,0.01097028712835622,0.003453536363387271,9.805597930427233,-0.0011168939422546477,1.3521298096604133e-06,3.4573889656506948e-06,101.89988548640366,0.08138618650557498,1.471514347929501
0.5940000000000004,4.772793138351682e-07,0.00240421905622817,4.026008356836135e-05,0.002359720992908842,-0.00045426357532959673,0.01096968378265126,0.005793615231412844,9.805542106760164,-0.0012564779146796603,1.5408801095849373e-06,3.59766709388155e-06,101.8998840159206,0.08142398861224254,1.4715106091013457
0.6070000000000004,4.875206181136244e-07,0.002528035291634592,4.400794599060933e-05,0.002805439574625505,-0.0005168912955404299,0.010970024709935895,0.006917759322960427,9.805475081610375,-0.001354642672608355,1.5698963222737136e-06,3.920584701091883e-06,101.89988315089248,0.08144631416178774,1.471508476352955
0.6220000000000004,4.984454823793715e-07,0.0026987496253621825,4.903793902587277e-05,0.0033947468675847112,-0.0006181561852411153,0.010970642088069298,0.008145688759146133,9.80536768431424,-0.0014832689253730157,1.5159228011250322e-06,4.566463314458157e-06,101.89988207732995,0.0814740542566622,1.471505903457635
0.6590000000000005,5.228906806332669e-07,0.0032612823024201552,6.41770898980872e-05,0.004861425903775493,-0.000938566498946734,0.01097021214406475,0.009518972614551048,9.805030905972586,-0.0018458710666314597,9.201751028362891e-07,7.3070170986212975e-06,101.89987900214933,0.08155344389929031,1.4714988785897642
0.6780000000000005,5.346874434451676e-07,0.0036133094984206757,7.230105981685355e-05,0.0052595852248860896,-0.0010733228181659382,0.01096692147118795,0.008574844699899636,9.804890448986011,-0.0020193630990978017,3.8697332066665744e-07,9.044453448752117e-06,101.89987716167485,0.08160087174120548,1.4714947824713849
0.6950000000000005,5.44918637056808e-07,0.00394142245691828,7.923379637379378e-05,0.005263687576749637,-0.0011453297734492687,0.010961237230115852,0.007370162478500044,9.804816542404588,-0.0021523234143350405,-1.5126984367561483e-07,1.0453364172195747e-05,101.89987537136554,0.08164700511464816,1.4714907794953098
0.7360000000000005,5.677424510864756e-07,0.0046999288927127075,9.578481778344444e-05,0.004701520315750159,-0.0011327737659732047,0.010932367036562056,0.00501947056166686,9.804840480512812,-0.0024283773956550025,-1.2253588189627972e-06,1.2395714292519683e-05,101.89987056876242,0.08177122965773928,1.4714797146958023
0.7400000000000005,5.697810757571606e-07,0.004769159455438803,9.738344733262222e-05,0.004638823684087719,-0.0011199739918019527,0.010928750574086838,0.0048184228224289905,9.80485523294204,-0.002453651027796495,-1.2874053381222773e-06,1.2478751106354315e-05,101.89987006761439,0.08178426370862865,1.4714785288740402
0.7710000000000006,5.841924665845926e-07,0.005275542570717273,0.00010900431702130464,0.0042369656431470275,-0.0009718476372415544,0.01090022061629225,0.002867899480944248,9.805019752936962,-0.002641409796951867,-1.4173010425547546e-06,1.2740481918170714e-05,101.89986601520376,0.08189041310348148,1.4714687440105962
0.7850000000000006,5.89857098196747e-07,0.005484091711581968,0.00011248895637123759,0.003970105276707549,-0.0008613673394834301,0.010889965501748203,0.0007705662934728852,9.805136767803837,-0.0027045044700458954,-1.2725819620290523e-06,1.2702293416545422e-05,101.89986410163404,0.08194110440806548,1.471464008978572
0.8070000000000006,5.976697730084678e-07,0.005762853836218654,0.00011373888267403856,0.002980060075719692,-0.0006027934773844618,0.01088004098950269,-0.0037831523297647733,9.805403829007806,-0.0027376211184839644,-8.336371646132747e-07,1.2204803875222763e-05,101.89986104127337,0.08202316853303367,1.4714562454918805
0.8400000000000006,6.068828463277685e-07,0.005988492042975601,0.00010482497794326672,0.00071391975217385,-2.1016411136855304e-05,0.010879293837301806,-0.011387863079239776,9.805995584427269,-0.0026442588480246093,1.9659370711868752e-07,9.500680162338136e-06,101.89985649648298,0.08214802752061146,1.4714441405861882
0.8600000000000007,6.110573107022052e-07,0.005973641093121267,9.28050430772472e-05,-0.0009595706604174125,0.0004325602967436915,0.010888138438455774,-0.015826368359389748,9.806452871188272,-0.0025035037587157498,9.715412604459737e-07,6.515156316869121e-06,101.89985388309682,0.08222206003070051,1.471436776415712
0.8700000000000007,6.127763126739944e-07,0.005918173415951384,8.505584038051746e-05,-0.0018559961294724158,0.0006833998572815333,0.010894993414638352,-0.018240658275274196,9.806704963539445,-0.002411205744656195,1.3862181104703328e-06,4.688509798163745e-06,101.89985264272659,0.08225796958687934,1.47143315656209
0.8920000000000007,6.157855335464608e-07,0.00567976827998107,6.411508679241121e-05,-0.0038258677744110077,0.0012681973417803375,0.010917296625767927,-0.023161019154141736,9.807289264473159,-0.0021562498920789943,2.3031685359489184e-06,6.515779035887157e-08,101.89985012009024,0.08233309189492527,1.4714254941534914
0.9090000000000007,6.174788066644747e-07,0.005387195163540523,4.538075756492193e-05,-0.0052667774087874495,0.001725153095550304,0.010940181197413868,-0.026241179460984823,9.807742736301352,-0.0019220073748855593,2.957523237767637e-06,-3.893756256954121e-06,101.89984840443545,0.08238643502869697,1.4714200020963535
0.9300000000000007,6.189602646894177e-07,0.004906077656666134,2.0544105212021768e-05,-0.006854255643640568,0.002263919131964444,0.010975079994022408,-0.029354438368454826,9.808272075859733,-0.0015995823272097565,3.598292931578531e-06,-8.87870755660183e-06,101.89984661087107,0.0824453781308749,1.4714139470909755
0.9600000000000007,6.202206502754374e-07,0.004030713483812386,-1.382340352388646e-05,-0.008565795968046637,0.0029083255644648397,0.011033418682068544,-0.03199913200248053,9.80889279808713,-0.0011056178966474513,3.92408918451182e-06,-1.5381149533798356e-05,101.89984473444235,0.08251415187243277,1.471407122253476
0.9660000000000007,6.203850010243767e-07,0.0038352877378193956,-1.9986413533466403e-05,-0.00881777602663129,0.0030125609857218592,0.011045636325132066,-0.032300346908728274,9.80899092502389,-0.0010054484669416391,3.874983111384265e-06,-1.6508723686281086e-05,101.89984445926551,0.08252556186905217,1.4714060587786608
0.9710000000000008,6.205048434003009e-07,0.003668511488054207,-2.4836063255462897e-05,-0.009004787839104883,0.0030922437695532702,0.011055808264061504,-0.03250096188759516,9.80906521004556,-0.0009220754758668917,3.799740863922394e-06,-1.73914936600222e-05,101.89984425550404,0.08253445446065522,1.4714052559955282
1.0000000000000007,6.209657996520795e-07,0.0026538660456402203,-4.5950089985762635e-05,-0.009706582507179854,0.0034183386197072824,0.011111404165172261,-0.032907846928178566,9.809355835957597,-0.000445740118844851,2.67848819668054e-06,-2.13510499166274e-05,101.89984352478855,0.08257485615186895,1.4714021812429747
1.0309999999999973,6.211852952865233e-07,0.0015577804955460245,-5.055687721432273e-05,-0.009879474983014265,0.00350953469166814,0.011153788018692958,-0.0322107634051521,9.809407277905889,3.859069271495183e-05,8.310118878431862e-08,-2.3174320214989113e-05,101.89984355814109,0.0825969824819262,1.471402037094517
1.0619999999999938,6.212772143574208e-07,0.0006959494745174946,-3.093531769115669e-05,-0.009610570641699876,0.002605480240254355,0.011070986430939138,-0.029839148068550158,9.80857027176941,0.0004692458532208036,-1.4888419989525831e-06,-2.2200725010043443e-05,101.89984438519404,0.08259817225312942,1.4714051274604296
1.0849999999999913,6.21309798060928e-07,0.0007557598490461147,-2.5221445251506564e-05,-0.009064601134329841,0.0012926853173091276,0.011122712421658418,-0.028098519440139098,9.807195652736176,0.0007432905502367493,-2.2430528855198777e-06,-2.0300080184219418e-05,101.89984549390738,0.08258672310898926,1.4714090409767628
1.1009999999999895,6.213235582128811e-07,0.0011038937739791808,-4.674213758107004e-05,-0.00858239950065353,0.0003672715454888856,0.01120856168062391,-0.02686189315918309,9.806200929803333,0.0009180537650456162,-4.511812991270581e-06,-1.8998375883015543e-05,101.89984647783852,0.08257308459955903,1.4714121738323884
1.1099999999999886,6.213294264980938e-07,0.0013226358839502031,-5.767456376781022e-05,-0.008298081968931888,-0.00012544920323628836,0.01125412303405779,-0.026175239861225996,9.805670677725193,0.0010111156759381266,-6.354178150465779e-06,-1.8327536788408613e-05,101.89984709270189,0.08256348980438262,1.4714139714472136
1.1399999999999852,6.213453433554958e-07,0.002046075621558721,-8.50121155944132e-05,-0.007345624223941799,-0.001452129252209938,0.011345332879128684,-0.02403977499745419,9.804272361539597,0.0012989566852925352,-1.4659925663889945e-05,-1.6486237577657408e-05,101.89984938170856,0.08252219791405419,1.4714195456019648
1.1569999999999834,6.213552145783534e-07,0.002434945264164256,-9.343788506995025e-05,-0.006830066464082703,-0.0019417396090044884,0.011341923707110048,-0.02283702362761099,9.803792173733871,0.0014484074578307309,-1.983943576342744e-05,-1.5652556761355605e-05,101.89985080264582,0.08249288169538123,1.4714220877913682
1.169999999999982,6.21364566255004e-07,0.002720546047731245,-9.564240337620592e-05,-0.006454013839099224,-0.0021898030510435324,0.011313186766018973,-0.021939147708882452,9.803574081246875,0.0015563127515654917,-2.346315189258503e-05,-1.5084533818441448e-05,101.89985193835598,0.08246779764042839,1.4714236101202407
1.1799999999999808,6.213732459131745e-07,0.0029332508743204074,-9.476718230515865e-05,-0.006173505293492906,-0.0023126779060756403,0.011278319780966502,-0.021237226502255874,9.803484826709905,0.0016355733494283625,-2.5863570903738193e-05,-1.4678846790182642e-05,101.89985284020823,0.08244701413797068,1.4714245056140784
1.18799999999998,6.213812853568934e-07,0.003098994213455135,-9.249257099322905e-05,-0.00595204632766363,-0.0023732994953862964,0.011244193031755854,-0.020705323381888886,9.803455909637153,0.0016967412855624863,-2.7472771531880434e-05,-1.4369773218376014e-05,101.89985358001633,0.08242949598320504,1.4714250426185496
