sensor,time,t,ax,ay,az,wx,wy,wz,lat,lon,alt,v_kmh,satellites,x,y
acc,1778674321.0,120.0,-0.035156,0.394531,-9.796875,,,,,,,,,,
acc,1778674321.0,120.0,-0.024167953442639806,0.38232212883651145,-9.79809582460613,,,,,,,,,,
acc,1778674321.0,120.0,-0.018411792944021052,0.4131410047584595,-9.798735361609987,,,,,,,,,,
acc,1778674321.0,120.0,-0.01486912558810641,0.3952795023051293,-9.799128968922883,,,,,,,,,,
acc,1778674321.0,120.0,-0.01246890730184361,0.38317802607224644,-9.799395644671721,,,,,,,,,,
acc,1778674321.0,120.0,-0.01073511814623094,0.37443656768924855,-9.799588276951896,,,,,,,,,,
acc,1778674321.0,120.0,-0.009423942928822657,0.37211989037374194,-9.799733954799182,,,,,,,,,,
acc,1778674321.0,120.0,-0.008397573035871294,0.366477447576863,-9.799847989410681,,,,,,,,,,
acc,1778674321.0,120.0,-0.007572242446886794,0.36194021332160986,-9.795716606718246,,,,,,,,,,
acc,1778674321.0,120.0,-0.006894101586933948,0.35821215091760916,-9.796170154268964,,,,,,,,,,
acc,1778674321.0,120.0,-0.006326956492928088,0.3550942849587231,-9.793014610543006,,,,,,,,,,
acc,1778674321.0,120.0,-0.005845581084184817,0.35244793569778776,-9.796280361487808,,,,,,,,,,
acc,1778674321.0,120.0,-0.0026672097757413885,0.34740884272998723,-9.796322447521845,,,,,,,,,,
acc,1778674321.0,120.0,0.0026788418410946305,0.3404463390682741,-9.796359010131996,,,,,,,,,,
acc,1778674321.0,120.0,0.007366833468360361,0.33676806109244456,-9.796391072151321,,,,,,,,,,
acc,1778674321.0,120.0,0.011511539613654349,0.33122797180456215,-9.796419418543358,,,,,,,,,,
acc,1778674321.0,120.0,0.013038076698380549,0.32845875392910057,-9.796444661750874,,,,,,,,,,
acc,1778674321.0,120.0,0.014406274719220178,0.3259767713723782,-9.794618973090127,,,,,,,,,,
acc,1778674321.0,120.0,0.015639647967615914,0.32569339794128244,-9.794927221136371,,,,,,,,,,
acc,1778674321.0,120.0,0.01675727400797493,0.32357272710546975,-9.795020161775971,,,,,,,,,,
acc,1778674321.0,120.0,0.01777479294065435,0.32164200730519793,-9.795104777610781,,,,,,,,,,
acc,1778674321.0,120.0,0.02041239281422587,0.3198766785921295,-9.795182145006478,,,,,,,,,,
acc,1778674321.0,120.0,0.021194767396766456,0.3182562406259347,-9.795253162412136,,,,,,,,,,
acc,1778674321.0,120.0,0.021915513059934902,0.3167634471959951,-9.797051910630294,,,,,,,,,,
acc,1778674321.0,120.0,0.022581685252408133,0.316901314924225,-9.797196792532343,,,,,,,,,,
acc,1778674321.0,120.0,0.02173541363020567,0.31702913381637743,-9.797331114352618,,,,,,,,,,
acc,1778674321.0,120.0,0.020948597900985636,0.31714797262911615,-9.798728672521989,,,,,,,,,,
acc,1778674321.0,120.0,0.0202151313589552,0.31848969447444564,-9.798800530005986,,,,,,,,,,
acc,1778674321.0,120.0,0.01952971619098375,0.3197435164980674,-9.800059714761305,,,,,,,,,,
acc,1778674321.0,120.0,0.01888773384594847,0.3209178873620269,-9.800083424905603,,,,,,,,,,
acc,1778674321.0,120.0,0.019531373661614577,0.32089855713077925,-9.801227329319689,,,,,,,,,,
acc,1778674321.0,120.0,0.01892598194203702,0.3208803762881931,-9.802303216401413,,,,,,,,,,
acc,1778674321.0,120.0,0.018355507577118273,0.32086324406736383,-9.804494471343009,,,,,,,,,,
acc,1778674321.0,120.0,0.016785536952635367,0.3218785400796088,-9.805416990975827,,,,,,,,,,
acc,1778674321.0,120.0,0.015300978217279871,0.3228386004402581,-9.80628932231635,,,,,,,,,,
acc,1778674321.0,120.0,0.01389494878645868,0.3237478760992737,-9.806135827922414,,,,,,,,,,
acc,1778674321.0,120.0,0.012561286896885286,0.3246103518533108,-9.805990233798305,,,,,,,,,,
acc,1778674321.0,120.0,0.011294459663761795,0.32542960580490443,-9.806785305108153,,,,,,,,,,
acc,1778674321.0,120.0,0.010089484860740464,0.32722217017265154,-9.807642883152672,,,,,,,,,,
acc,1778674321.0,120.0,0.008941864091125386,0.32892941259310743,-9.808459642451695,,,,,,,,,,
acc,1778674321.0,120.0,0.007847525460772903,0.3305573905641823,-9.808172156379182,,,,,,,,,,
acc,1778674321.0,120.0,0.006802774213064389,0.3321116005402796,-9.807897697062272,,,,,,,,,,
acc,1778674321.0,120.0,0.00580425006499038,0.33359704140068974,-9.807635381744438,,,,,,,,,,
acc,1778674321.0,120.0,0.00566887131335771,0.3350182694930092,-9.808386617904567,,,,,,,,,,
acc,1778674321.0,120.0,0.004735123578735463,0.3372728966868865,-9.808123323819505,,,,,,,,,,
acc,1778674321.0,120.0,0.0038399571627202997,0.33943436543241434,-9.807870908725208,,,,,,,,,,
acc,1778674321.0,120.0,0.002120518366979067,0.3415084608924757,-9.80771473620429,,,,,,,,,,
acc,1778674321.0,120.0,0.0013141355594545024,0.34434550483913207,-9.808325274840785,,,,,,,,,,
acc,1778674321.0,120.0,0.001286204605538284,0.34624241386613136,-9.807334693842181,,,,,,,,,,
acc,1778674321.0,120.0,0.0005248615687528947,0.3480673452218231,-9.807116172071618,,,,,,,,,,
acc,1778674321.0,120.0,0.0005140787024357402,0.34982442278270787,-9.807788539443154,,,,,,,,,,
acc,1778674321.0,120.0,0.0005036888390549718,0.3507279716504369,-9.807567969745795,,,,,,,,,,
acc,1778674321.0,120.0,0.0004936703034379949,0.3515992281993708,-9.807355283083032,,,,,,,,,,
acc,1778674321.0,120.0,0.00048400299216639004,0.35243994071245455,-9.807150052673034,,,,,,,,,,
acc,1778674321.0,120.0,0.001228040300119775,0.3532517329481907,-9.807780606834532,,,,,,,,,,
acc,1778674321.0,120.0,0.0012047052733009807,0.35403611502719917,-9.806905351494219,,,,,,,,,,
acc,1778674321.0,120.0,0.0011821438515242364,0.354794493196466,-9.80671750555742,,,,,,,,,,
acc,1778674321.0,120.0,0.0011603170287051,0.35552817860398545,-9.806535775876535,,,,,,,,,,
acc,1778674321.0,120.0,0.0011391883928881924,0.3555271009992095,-9.806430985064459,,,,,,,,,,
acc,1778674321.0,120.0,0.001820437054090039,0.3548944938850972,-9.806329488245055,,,,,,,,,,
acc,1778674321.0,120.0,0.0024806362766906114,0.3542814332675369,-9.806231127506777,,,,,,,,,,
acc,1778674321.0,120.0,0.0031207788129362733,0.35368699727736486,-9.806135754942991,,,,,,,,,,
acc,1778674321.0,120.0,0.003741795493344599,0.3524353819425991,-9.80597574136797,,,,,,,,,,
acc,1778674321.0,120.0,0.004344559976740278,0.3518871735165153,-9.806487068683255,,,,,,,,,,
acc,1778674321.0,120.0,0.004929893069782101,0.35135481877015806,-9.806390864849412,,,,,,,,,,
acc,1778674321.0,120.0,0.0048477563296979624,0.3508376156785875,-9.806297399128246,,,,,,,,,,
acc,1778674321.0,120.0,0.005411214870652886,0.3503349034445323,-9.80620655210459,,,,,,,,,,
acc,1778674321.0,120.0,0.0059591292972276996,0.3492100377063247,-9.806054612350412,,,,,,,,,,
acc,1778674321.0,120.0,0.005863174344084562,0.34874471639582233,-9.806535799939848,,,,,,,,,,
acc,1778674321.0,120.0,0.006391955675499971,0.3482918482797219,-9.807004109712473,,,,,,,,,,
acc,1778674321.0,120.0,0.0069067941320585325,0.347235353793509,-9.806844487792194,,,,,,,,,,
acc,1778674321.0,120.0,0.007408254815447079,0.34620631169243143,-9.806689013553221,,,,,,,,,,
acc,1778674321.0,120.0,0.00789687231589998,0.3458065986796004,-9.806597815535477,,,,,,,,,,
acc,1778674321.0,120.0,0.008373152742230742,0.3448200137808236,-9.806449226805942,,,,,,,,,,
acc,1778674321.0,120.0,0.008246439496027267,0.3438579911048558,-9.805772311859268,,,,,,,,,,
acc,1778674321.0,120.0,0.008122837437735338,0.3435050711608623,-9.805697499399942,,,,,,,,,,
acc,1778674321.0,120.0,0.008002228886636471,0.3431606985534223,-9.805624498816876,,,,,,,,,,
acc,1778674321.0,120.0,0.00788450211594207,0.34224988398970735,-9.805495778399665,,,,,,,,,,
acc,1778674321.0,120.0,0.007769550981255121,0.34136054363856316,-9.805370092814913,,,,,,,,,,
acc,1778674321.0,120.0,0.008221752618227243,0.3410563748634208,-9.805811824226208,,,,,,,,,,
acc,1778674321.0,120.0,0.00866356817378714,0.3401995922828789,-9.80629936715867,,,,,,,,,,
acc,1778674321.0,120.0,0.009095365620797862,0.33936223713260033,-9.806165497829422,,,,,,,,,,
acc,1778674321.0,120.0,0.008967242295419746,0.339093882914372,-9.806584892952385,,,,,,,,,,
acc,1778674321.0,120.0,0.009387726559750835,0.33932267621879647,-9.80590343759017,,,,,,,,,,
acc,1778674321.0,120.0,0.008770326940480353,0.3395464728098105,-9.805832437894765,,,,,,,,,,
acc,1778674321.0,120.0,0.008649716483539424,0.33928195832017366,-9.805762969990452,,,,,,,,,,
acc,1778674321.0,120.0,0.008051916025992268,0.339023082294993,-9.805694982883315,,,,,,,,,,
acc,1778674321.0,120.0,0.007942860828479701,0.3392458259000934,-9.805628427870548,,,,,,,,,,
acc,1778674321.0,120.0,0.007836075963696596,0.3394639323846486,-9.806035913741367,,,,,,,,,,
acc,1778674321.0,120.0,0.007731488525225339,0.3392083131743238,-9.806435014339833,,,,,,,,,,
acc,1778674321.0,120.0,0.0076290287755417475,0.339423804136563,-9.806825995780962,,,,,,,,,,
acc,1778674321.0,120.0,0.00706597341584235,0.33963496055708875,-9.8067464430175,,,,,,,,,,
acc,1778674321.0,120.0,0.006973618744203036,0.3403524704313379,-9.806157919049195,,,,,,,,,,
acc,1778674321.0,120.0,0.00688308094912174,0.34054872682369736,-9.80553024881478,,,,,,,,,,
acc,1778674321.0,120.0,0.0067943049747046244,0.34124497446888724,-9.805418615935109,,,,,,,,,,
acc,1778674321.0,120.0,0.006707238034509435,0.3419278185884005,-9.805309132109986,,,,,,,,,,
acc,1778674321.0,120.0,0.0061741604887413665,0.34259765628283234,-9.805201733670282,,,,,,,,,,
acc,1778674321.0,120.0,0.0060960269789252985,0.34325486861615373,-9.805096359518096,,,,,,,,,,
acc,1778674321.0,120.0,0.006019350958815085,0.34389982141815967,-9.8049929509981,,,,,,,,,,
acc,1778674321.0,120.0,0.00594409065767003,0.34453286603932737,-9.804891451776511,,,,,,,,,,
acc,1778674321.0,120.0,0.005870205941669349,0.3451543400613431,-9.805325910005317,,,,,,,,,,
acc,1778674321.0,120.0,0.0057976582343532285,0.34576456796630456,-9.805752506331737,,,,,,,,,,
acc,1778674321.0,120.0,0.005726410441646848,0.3468439094718071,-9.805643410088857,,,,,,,,,,
acc,1778674321.0,120.0,0.005226778661311678,0.34790409896911434,-9.805536249667147,,,,,,,,,,
acc,1778674321.0,120.0,0.005163247354334072,0.3489456566397251,-9.805430972488397,,,,,,,,,,
acc,1778674321.0,120.0,0.005100821977824037,0.3499690832436782,-9.80532752793745,,,,,,,,,,
acc,1778674321.0,120.0,0.0055092815548826255,0.35097486102051334,-9.80522586727114,,,,,,,,,,
acc,1778674321.0,120.0,0.005443359298692287,0.35149603949430597,-9.805125943532232,,,,,,,,,,
